a,b,c
4.1825501548899864e6,-276752.8050967235,1.6897558623649229e6
-1.2405651263523793e6,-7.443993903141396e6,-613473.8672146448
2.9909339405203415e6,1.7539074099594983e6,-9.006885808453541e6
-1.1351314390563771e7,-3.153896911086969e6,3.4572100828866786e6
-791966.1850476409,1.1646419837603592e6,6.451685763712519e6
-4.512376464810942e6,1.1984847156069268e7,1.6738889534622848e6
948395.32478266,7.425775215526211e6,-831618.3996207061
-111321.84511027065,-7.258269905567503e6,-9.395913065242331e6
-5.449117791969496e6,-6.757136362336853e6,1.1058493347984406e6
5.71318969711584e6,-879203.6656055741,1.1539110375480138e7
4.1477649852875597e6,-4.708595420143132e6,-71871.87230276247
-374687.6395838938,-2.0361474929431106e6,8.069489604585509e6
1.7625001464709274e6,1.565198745682072e6,-5.382574501910474e6
8.225105634950192e6,1.9851589304748834e6,9.282173607293611e6
-4.905783877045486e6,-4.451327239398842e6,3.10271886572036e6
-2.4433710144731733e6,-4.9703651052716235e6,4.080488866405585e6
7.322912283956997e6,1.0740882573209156e6,-2.4290879452675334e6
-1.3941727764649142e6,8.74893101984117e6,5.72894844999758e6
-1.6269706685009392e6,-4.714620618612949e6,-6.268189873790472e6
7.313709394334638e6,1.9856145455339064e6,-6.35605447305898e6
1.2201884452086778e6,3.3474498172473162e6,-2.863560104567622e6
-2.15265441442498e6,-6.474767639181855e6,348807.53724799055
7.510535850226913e6,1.1053901736594304e7,-652169.5134351754
-1.9325358871146503e6,-4.049085505737421e6,4.495186521807715e6
5.364463674312928e6,2.989199565247202e6,4.3049175163871655e6
3.147237313788682e6,2.697061691653927e6,3.6609381980189765e6
7.306371564493785e6,-738638.769470795,4.926027782220297e6
-2.760072968250718e6,1.0183346505585901e7,3.3724148658414977e6
3.243143931827153e6,1.3147169389808008e6,-1.987860971704089e6
-25244.285265679282,321507.52226268966,-1.7381619384346104e6
1.0680812697383794e6,919297.6831546245,637744.2579801991
1.2944436715236185e6,-6.95607135892623e6,551487.6774369903
-7.577320054755864e6,495929.4742133263,-1.7048454726193827e6
6.913582557173345e6,1.3712240584857522e6,6.941856533059726e6
3.1240859016490984e6,1.6216943315308817e7,-2.204880898468398e6
-2.548449627892162e6,-4.289053559867865e6,-3.3152888527010977e6
-6.423591705767452e6,-9.859701723806355e6,5.464561033234781e6
-8.865516640288452e6,-474439.23969767074,1.245477372250498e6
-308882.6428635244,-3.3028470263040788e6,-2.6586023197230855e6
5.355133558860637e6,-8.822291959278297e6,-836437.0506724574
6.732642922847563e6,-3.573764591058776e6,-1.1574315476972256e6
1.5414683273161284e6,2.0109826631393337e6,2.860678646618815e6
-8.299873337379546e6,3.2158501923148036e6,8.020686558994084e6
-6.260609395271192e6,5.708069145660949e6,-7.169395588894053e6
3.550489520700765e6,-8.987801409500014e6,2.534998851458812e6
2.6290241222225744e6,597269.7710850353,-5.206988063716973e6
5.217366292876087e6,6.456559107950702e6,-5.818881851291917e6
8.489872636719687e6,-1.5529853078794442e6,-6.332406918953912e6
-2.935159020105644e6,-7.355786499969165e6,1.170772437750518e7
-5.234016941357951e6,-2.2846470580158085e6,3.4699396650754996e6
807427.8111635416,2.803341842787018e6,5.519106879561582e6
-389764.1020318297,-1.6837225715521493e6,1.328112352877056e6
-2.813585974884684e6,-8.322866685783875e6,-998870.8658965576
-2.1535100130816535e6,-848917.6094702953,658885.7432211391
-2.695312776616344e6,-3.698744869568294e6,2.276255120333161e6
1.9377345591898079e6,-3.158813807157801e6,5.96044439858199e6
-1.351818991771849e7,7.0285585029587075e6,-1.0282386177321915e7
5.162442758211036e6,1.9032477462096084e6,3.8006696044196053e6
869653.3694852776,5.002179395295675e6,1.1432061833295742e7
-7.484259487842769e6,-2.463129442365894e6,3.104382110627447e6
4.029468073905978e6,-8.7968105977456e6,-6.723391122895793e6
7.936343031518127e6,-3.0083287676166664e6,2.787002753204606e6
1.2936382113127273e6,-3.0458161159855677e6,8.181615540633979e6
4.948565828003289e6,3.7829009969696766e6,6.970289298913707e6
4.9262931865077615e6,-1.6796450511451499e6,-2.909858672474033e6
2.596897574680911e6,6.618370423797318e6,6.775685543403981e6
-6.272743700371371e6,-604479.5119046422,-4.771424631754754e6
-7.324684922935847e6,3.2589889055675836e6,-3.307768756252651e6
-4.228567409029106e6,-234650.11453462878,-273661.5982029944
-5.062119974373019e6,-5.260255718723078e6,608443.2824738706
6.778699124243388e6,1.779855463915596e6,1.1137912003041757e6
-3.2850863144647973e6,-6.954613316029758e6,-6.114784111080757e6
1.2198983419704472e6,-2.083185939994843e6,-936559.5119434963
-3.4670780058917142e6,4.4639215388272535e6,-2.697844959683825e6
-8.99250077285801e6,288561.67622362723,-5.326037619538351e6
3.762430078375238e6,714983.6407448881,-2.902691886039498e6
5.526912309272757e6,-3.145211609931731e6,-4.1912001153718852e6
-4.3759133824181985e6,5.203265222098664e6,710385.6680369613
4.841325731054125e6,2.834195890670274e6,8.286831600498467e6
-9.812686131238427e6,-462439.8706966338,-4.918764528133502e6
6.444291270638118e6,4.4389575414390275e6,-625877.7199226933
-1.080757796287445e7,4.423492777742025e6,-1.7293191393425697e6
2.191908622284375e6,-3.6853773726785304e6,620730.5429023247
-6.168549784614259e6,464428.70558915497,-8.479741475875098e6
1.7388943241101848e6,1.7397880843357185e6,-4.203950750324234e6
4.383905914435606e6,3.271314235263626e6,4.893361424429289e6
-1.1448539834686005e6,1.335880834081591e6,4.146118684189685e6
2.2783117844739812e6,-362008.94630227936,8.450836923365869e6
-4.649037561457581e6,-4.750501638297851e6,-2.0348319146394054e6
-2.5415391578461216e6,-739225.3787521538,6.22202984304505e6
279561.02472049126,-3.08197869807209e6,-3.221953798711166e6
-3.786957311185346e6,3.664475262873801e6,1.1795604782730956e6
446552.21258650464,-2.7972202742937873e6,-1.8731284443188321e6
5.029076843976417e6,2.209279853922296e6,1.1717178000353028e6
2.2624406606713654e6,-5.737598574225092e6,-9.743176134496443e6
-1.5506464792800453e6,5.502921948662107e6,1.2569383391565003e6
5.754502290256811e6,-2.086048514967474e6,-21381.547233618337
-586009.3826270741,-7.387529681124173e6,8.147982412380972e6
-3.029076971886925e6,-93468.7397175113,-9.33381464052262e6
3.552424031140595e6,-5.579206429450448e6,3.680274100546527e6
-1.5594678985999469e6,-9.130967385038208e6,3.2563500768131404e6
-2.7811124513537246e6,-9.149188219265671e6,937422.6903322276
4.041183854070772e6,3.967749142145941e6,2.279611931723303e6
-3.245522506243499e6,2.8074948804633534e6,764516.3498117508
-296783.10978369147,2.6721267321095495e6,2.484911937154516e6
-4.346842013275557e6,-3.308539173312295e6,3.03392094161151e6
-5.722210194171083e6,-470163.1624034922,1.026058121168923e7
-6.363219314047764e6,2.3086763933943836e6,2.8132674727302e6
-3.462268462896762e6,4.2690246783935875e6,-950581.2269601999
1.633903265927212e6,186623.14146702652,1.8920870925585923e6
8.074510880630346e6,-3.449224377111473e6,-5.79230615632717e6
6.852696262823736e6,3.773797775462658e6,1.4727748237238578e6
4.1717889383402024e6,7.833503857295655e6,-2.0747076905030215e6
7.823156669969762e6,4.696876086232894e6,6.817287231431456e6
2.6909143929227437e6,-2.3941226118701827e6,-1.6701406496065524e6
-7.130886692396514e6,8.152582284556545e6,560326.0455494404
-8.477537584764738e6,-4.0334959764902177e6,-6.551226809884924e6
1.089528957735824e6,1.9087479530648128e6,-490838.4546094302
-5.82033123882316e6,3.460519512933044e6,6.815770700696263e6
606981.9763486369,-1.1563895408142507e6,876017.9921557821
-6.549286309801395e6,2.0078912486884345e6,199049.38693450985
3.9251818894057837e6,4.608673015461713e6,-2.5859932781124157e6
1.3306623162345234e6,3.94952137828655e6,-1.1587375226593005e7
107805.8488639866,-1.3751862320320446e6,-231303.24125385383
2.5407445417452916e6,6.771291204371209e6,-7.275608273473015e6
5.079743972081081e6,1.6628889014885286e6,1.5189811658608112e6
8.526138334230313e6,-3.497446665121775e6,-397741.77996125846
-7.720188461095882e6,2.11192714486181e6,-1.0248215844661302e6
-1.1265172133213282e7,9.135731504531e6,-5.717992147936029e6
-2.7984001104152584e6,-1.7438577465918292e6,-3.1967977312228335e6
-9.59864623607841e6,-257941.15179243308,1.0918241938455203e6
-2.8438364832728514e6,3.228601909956875e6,-2.119588353301164e6
-1.959650876611604e6,2.310514418630534e6,-3.6512444141194955e6
-4.1022576655759383e6,-102169.08923079229,5.58143048446436e6
3.6692135879388675e6,4.914886173901474e6,3.3265956656489028e6
3.847666129571058e6,368315.16272182897,-2.782776450723169e6
6.568941320119644e6,-2.9704040466540833e6,6.075154858220406e6
2.2588174711835673e6,-1.7142028973460358e7,739326.3773402869
2.4565293526250124e6,-2.7174950568404836e6,121645.09522483812
1.4126151078618946e6,276579.87769406533,1.0917409795991725e6
2.7891967134080087e6,1.363587068702054e6,3.4816686255059214e6
3.943094102169033e6,3.2945210736717517e6,-3.060086828809445e6
4.972262465795751e6,3.762642996251408e6,-31565.149448513646
2.4506690362566407e6,272870.1125727032,-3.4238962744226214e6
-8.133659627465518e6,-1.7266736724765422e6,-2.4245795756614087e6
-4.787998930477452e6,8.367541220209301e6,-2.9786565500674737e6
419678.48389644217,-2.9743553136197943e6,4.4184009566317005e6
-1.9437824672481702e6,-989022.6957198277,7.3080235946594225e6
-139079.16032483688,1.4426358380976783e6,-379893.6076121547
4.318306424082172e6,-1.388028759746044e7,-8.514221708657792e6
3.9246071714918274e6,1.0118096749090578e7,-1.5364772723132488e6
9.867509129392074e6,5.103856413057057e6,-2.44486775650483e6
-3.6476245389650767e6,6.970817312441758e6,1.8533414636829146e6
-8.692528963360127e6,-7.099791102551869e6,-3.361781624641499e6
3.575622698002965e6,-2.8641817417960917e6,1.0721107263849159e6
5.080905638902824e6,-3.3895855161500704e6,-5.148856087373127e6
-1.150191748195736e7,2.7893725219420935e6,-1.238087329419567e6
5.866703049537331e6,570920.5076928865,6.567398239616348e6
1.6814554959572924e6,-1.600910263532355e6,-6.042891273233061e6
-8.162999626329876e6,-8.615577551522342e6,166244.69168359117
-6.806490145168259e6,1.4330012218918018e7,-309038.1098154809
-9.680064321845368e6,-2.869718496412553e6,1.19195166990412e6
2.7866858792534852e6,-4.7581818913436895e6,4.1735493908643057e6
3.611730095333922e6,-4.109101927986418e6,495270.0039709348
9.0596511452705e6,6.262896569552539e6,1.5136959190089345e7
1.0656014682504533e7,-596898.7337620109,1.456215545694981e6
-2.906299631461613e6,4.410401733450022e6,-1.4298226348195258e6
-1.7870212404553797e6,4.666275567314448e6,4.30863755490949e6
-1.8213638725486498e6,-620861.8742138973,1.6036316266419499e6
-1.2868352370605303e6,-1.7582538984278082e6,-1.3973941646645225e6
-3.289116482069562e6,-4.712002092860246e6,5.808139646747849e6
-2.850850384135326e6,-7.819262022953679e6,3.3967162520812443e6
5.277326376043645e6,280132.38534294086,2.358131416952614e6
-1.8765087914514313e6,-1.5077784219758268e6,4.343677244702202e6
2.458076850304099e6,4.352740801901867e6,2.425764506349063e6
627363.0500851787,2.366748115928463e6,95538.30776966244
1.149851599837597e6,6.481019581055524e6,2.9993589199061175e6
-4.7024197657499295e6,-3.9393945931021925e6,-4.915461051336705e6
-9.167933575376328e6,-4.894448344028406e6,-922371.5954679481
-4.764705023527186e6,6.676426030327394e6,4.7872849892871035e6
-1.0418399421227451e7,-4.799357584672055e6,-3.899447607268283e6
-1.0146380867812991e7,-4.490295476946451e6,4.578083880241674e6
-1.8380559511620859e6,-2.360918960011831e6,-1.011856140701935e7
-431622.1696500441,-2.5236566455496596e6,9.725824970376747e6
-3.6724518016982493e6,-5.097057405982815e6,1.234591812744497e6
-297509.5514002242,2.4993274560505752e6,6.395897517156464e6
-2.357057496926812e6,8.482700659217622e6,-2.700295831572971e6
-5.3487087576842e6,2.24022332123607e6,5.497645183072336e6
1.2829681627775324e6,6.962276185545559e6,-317173.6631508358
7.550285977969733e6,843214.3736992371,6.987412883480003e6
-5.819502818150567e6,-7.990095779955641e6,-1.8001658770968288e6
642676.0253365022,344598.4424464666,-557866.4472974708
-2.8053526089315144e6,6.165865731759003e6,-545044.9615631088
-3.0113860119802915e6,-5.361994848459687e6,-6.605336334686939e6
-7.999082202134151e6,1.5847804433495172e6,-3.623527908001217e6
-1.2471064985360416e7,-162749.86899142194,-448667.1738558388
1.085639365591244e6,7.921701602152473e6,-3.198880167129604e6
-3.0218759287756532e6,2.334258563387876e6,-6.376694918926129e6
-9.116108661290333e6,-141933.89324127772,5.899448997529879e6
-6.632939701992021e6,1.6927805838735185e6,-1.8083443257433781e6
2.1882272315561348e6,2.0635485581341537e6,-7.153759166916439e6
6.862069083436488e6,-4.142800172017117e6,-779374.3576526719
6.003438361389049e6,4.351648463959254e6,-1.1606525380160178e6
-1.5555857251639205e6,-1.0321807118272902e7,-6.903655548357601e6
4.6170616204308085e6,-474801.3975973286,1.6617239724733345e7
4.717456834698232e6,2.367285206974054e6,2.85409877590646e6
9.712169441407098e6,-1.0798262761688377e6,-149161.2146393063
-2.033726435011529e6,1.5465133229393582e6,1.8931882164441852e6
-3.1265268360353597e6,4.4159854387073275e6,-5.522993973330998e6
761586.4860893745,675084.4250958203,2.8905084846562673e6
-2.2390995012360797e6,2.8101555986046484e6,1.0671881096466234e7
3.0274004350408036e6,-96816.22903964239,-1.2601989836429874e6
-5.028124342418955e6,999861.6203483199,3.522418669676657e6
-2.796905076366944e6,89887.91325407676,-177985.8411096998
2.905106193163028e6,5.88578628698861e6,-9.146239415499084e6
-6.238072028223365e6,4.787980885075615e6,2.7008148372094827e6
-866135.6651166216,1.7305597984304947e6,-1.3614319263216825e6
1.0041612874395702e7,5.348843905460989e6,-1.5825814284318646e6
53437.30995526805,-1.0125925285165686e6,-1.0865070390099216e7
-3.0132962717785155e6,1.962522062060455e6,-3.408280043128859e6
-3.9325205320142647e6,6.6739666558634555e6,4.1153390950559075e6
5800.354781520725,-4.517869868799568e6,-921588.2634180121
78673.92542245938,3.4031636740286853e6,-3.6892322627662853e6
7.715361714573015e6,2.419340323353911e6,-8.388097322386862e6
2.412304099685914e6,7.263810542715371e6,7.298617731115366e6
1.1581608368192906e6,-1.654214724902159e6,2.0870867385889126e6
-6.007222677377319e6,-2.578456724688678e6,-6.761535747520706e6
-7.239376959501587e6,-8.678836407122564e6,-1.1236711828865694e7
2.369749591482259e6,-3.445538890436513e6,-7.758371365100268e6
690741.5973688033,-5.956966034519662e6,616813.3306545872
1.2009114431978858e6,5.594839683208215e6,-3.062457254955645e6
-1.6331854356064752e6,-2.9860445336684966e6,7.820208253183459e6
8.805084023042856e6,4.70009143330106e6,5.562315054746073e6
1.8332480005221744e6,-761214.6553892111,4.943149658548084e6
-9.137450322901018e6,-7.800193903644364e6,-8.53512041350817e6
1.061057573972408e6,519871.54204137117,21444.163345728673
2.8171719590303414e6,-2.2235475721791917e6,5.06685021800031e6
601839.9193193599,3.913918573143404e6,-6.501781372368172e6
-3.932093716015807e6,-588188.4061606425,1.2845455163064392e6
71879.41520548791,-3.9962654529768503e6,-517651.4568417079
-6.89535884866552e6,7.170335667756688e6,2.073919419312387e6
-2.0571531019388326e6,-1.6642808182941626e6,-1.262970908056967e7
-5.531484778537574e6,7.966702130605306e6,-3.195623297447466e6
-3.030691663913506e6,-1.4931339842030022e6,-8.783587706342364e6
2.949634699017423e6,-105849.89454809998,-559785.5528603406
4.468661537887214e6,-1.833573991975677e6,-7.919803671163318e6
6.99412978810253e6,3.5827780705820955e6,-110637.22318019897
8.494861596446851e6,-5.662824506180762e6,1.3975459657556345e6
1.910093642396584e6,-3.2501750705668395e6,801391.4604318689
5.595546056601557e6,2.591834263339888e6,-5.789184278794527e6
-1.31751808575557e6,-1.92887579218048e6,1.4295284301717924e7
-1.2836884510870124e6,8.164117655675353e6,890809.4006873509
434444.53526794683,2.623054071589416e6,-1.0016204219972307e7
-6.355443080705474e6,-1.5201645050150598e6,-7.433615283722606e6
-2.9109179449296137e6,-1.340442143742831e6,8.318926918386126e6
-4.6136555741410805e6,-2.4404537497941377e6,3.6921856498312196e6
-4.753578156794787e6,4.680804029992066e6,-870918.3454978283
-1.5878280115345775e6,-7.139249677616637e6,-3.908459199377125e6
-2.147424363199893e6,3.961997698463499e6,-724083.0723907792
1.3755297875391375e6,92691.91730038734,3.754354652147052e6
38387.85365003774,5.300408901142996e6,4.273195738230598e6
1.0096069765254907e7,2.797172360695699e6,-1.0274368035287045e7
-5.518280152392468e6,-1.7994922316211401e6,-850057.254947565
-1.0604197310363974e6,5.439146982527035e6,-3.2460463736128765e6
3.372474255627854e6,1.1490687702668332e7,7.036394836834384e6
-6.682051074097871e6,3.246811667532711e6,-6.541997172088319e6
1.9002891304601773e6,-3.3374210571488803e6,9.288988985611917e6
5.185834350624418e6,-453644.41528479423,9.32760605089283e6
-1.1773183399383991e6,7.79136154661337e6,1.1627795474202726e7
4.685293045222491e6,1.209444124829892e6,-648053.5934666445
4.637560667904468e6,-762234.7135387481,-886496.3982670107
-2.9617586172228917e6,-1.0852455004171168e7,-2.4131630316172824e6
-2.68276083018765e6,531382.7246720295,2.3855574272801406e6
1.5673743887359915e7,6.581669774368544e6,-5.208958574309064e6
-2.176922202341031e6,-2.907358783135486e6,4.85462991981956e6
-1.0102068087412281e7,-1.8627542233581357e6,6.053772822184283e6
5.650123292552469e6,4.913834610831224e6,6.7538873969616955e6
-3.299751648386387e6,8.481110899248997e6,6.948550217824508e6
-5.868843682698407e6,1.859437651350325e6,9.408025519617146e6
-1.674378707694433e6,-6.895448143995169e6,-7.678425955981864e6
2.90082463283433e6,-437842.8577313345,-1.8546236928600844e6
-3.0481677069911077e6,4.94716026760032e6,-5.038160379638205e6
2.775164227090067e6,-1.3041709616814395e6,2.2780488970989245e6
-4.356251305033202e6,1.7981646014524638e6,7.542115706808028e6
9.546500446871197e6,-8.130331576862888e6,-3.261788012504245e6
-567941.8393026707,-5.72171430855619e6,-1.5083722050003048e6
3.3660506532583535e6,-5.46322201858245e6,-3.945631935724063e6
840780.0262683867,2.6122134738567295e6,8.313940517048335e6
-6.242234584161028e6,-2.7259511395566906e6,-6.873171539111989e6
-816655.32111631,4.810535636978989e6,-607725.755626881
-526755.1441977232,-3.473982420612518e6,3.368549461999013e6
1.1117921460569426e6,-3.3167969544136776e6,1.375733713322929e6
2.6967095395811005e6,-1.1408424718584304e6,285444.41344935773
6.530934805147668e6,-2.597456003396431e6,-3.531853248857832e6
-275397.2790746791,1.0281852897725033e7,-3.283290586903744e6
-7.340598380311885e6,1.7882832479709934e6,-1.0959344026597773e6
-4.58437393600127e6,3.431042768332025e6,1.9367062676055518e6
2.7655429998657326e6,4.0139819495429215e6,2.2344345193371233e6
-4.1585141644387515e6,-5.677737107487104e6,3.3433457093205233e6
4.1831774424312385e6,2.471677350602827e6,-458634.30293630366
-420866.0416002039,6.28954295101629e6,5.770313327037181e6
-920648.9968042817,6.7280960556993475e6,-5.080967957185394e6
456219.35391822853,-1.778400486303053e6,-2.343882364748036e6
-1.1918757779782836e6,-5.255615246566469e6,-5.407454602221729e6
-5.597725288494609e6,-5.194186886376548e6,-5.646305035433216e6
-528320.2100854603,-1.4370616007434572e6,-539557.4772009256
6.080734079653059e6,-1.5659970169901361e6,-4.503454966388054e6
1.9942004603191142e6,6.302118524567479e6,-1.6362911487370215e6
5.603010077831303e6,3.525588760829892e6,-9.323005948685603e6
4.473486468600417e6,-3.0503718987190737e6,-8.396857990927052e6
-1.9210088732430104e6,9.640633484019002e6,8.109151848423931e6
-1.685503079292497e6,322684.0080799224,-5.6222207036846075e6
3.6282290806632075e6,5.068402085091977e6,5.010954088577192e6
1.5226966594489308e6,-1.299715933703693e6,-8.960690172504196e6
89395.20609499102,5.699281219726255e6,-3.377929819117381e6
4.28856600555041e6,-580327.5236902218,-1.9851774753915037e6
-922888.6501797361,-1.0219192298305252e6,9.51094270726291e6
7.293018577378478e6,-4.0018754454605286e6,7.9230281563731255e6
-3.495388494064398e6,-8.82053471501475e6,-1.447254339157404e6
-1.5886204479888561e6,547946.1881992484,-4.559523539201113e6
514140.0275742465,6.036209101626678e6,2.6266449132530345e6
-605312.92427031,1.539328636954623e6,-1.6354017712010818e6
1.2499971152518315e6,-5.490546156331537e6,2.66148071176652e6
569344.026241727,-5.038875661266867e6,-5.742334504736417e6
2.0745423083866257e6,4.982637038679294e6,2.4078744914979567e6
-3.0604926269734586e6,2.5695618673673957e6,-7.218831893930302e6
-5.972304532446326e6,-1.61997094395664e6,-297682.36397476506
3.1157790774704115e6,-2.172510085511783e6,-1.4287853797170746e6
-3.3782632444185605e6,-6.457468577615409e6,-773144.2307450199
-3.3397728180425516e6,216804.33002276366,5.092231974356164e6
-2.7433254169624154e6,-8.927717903379185e6,3.3776141711139297e6
2.4190050362241333e6,7.488544537562528e6,812288.9623080288
-3.7668924409133275e6,-95504.81618968608,-4.514217624295014e6
390791.60563409224,2.3630406099048746e6,-3.60541603968999e6
3.8633959628457543e6,-106937.45466139226,-2.6947350240825135e6
-9.49467643646065e6,-5.60572166137185e6,-8.517416826988623e6
3.814332605097947e6,2.778019738948789e6,4.445761848095676e6
5.561957478136021e6,6.608754737218682e6,8.437074239409149e6
-581196.713485822,-3.4176765949968495e6,-6.405509975270269e6
2.380602944765458e6,-1.3533825001103408e6,-4.021080213403102e6
5.686551723829456e6,6.428590726733291e6,1.6213541148176761e6
-3.743166187656186e6,-5.956273405026969e6,5.938683115182761e6
-5.294241409270474e6,-3.5054199235281334e6,-8.360403119981368e6
-5.451623528575742e6,8.370694462462719e6,-1.165483351202354e6
-2.825852133960743e6,-264277.66971609613,-8.932109125583123e6
2.723140993367695e6,3.578188496870569e6,-3.3662551613604757e6
-3.5246628447949514e6,-965505.1556927845,1.0410024050291546e6
9.277379196081076e6,-2.024380443193946e6,-1.247916487938344e7
-5.016933121883347e6,4.819241519938535e6,-4.30959340339752e6
-6.490598845508655e6,-6.003983985856384e6,4.304863992082228e6
3.106578462449905e6,-1.5992899134614996e6,-3.372061557585503e6
1.0012423299330434e7,-3.5497949143595654e6,4.977960531273864e6
4.830373927502713e6,7.203080607976095e6,-5.083549981871663e6
-889929.8816761087,8.539065855305009e6,4.050063165770162e6
-4.1309628527207333e6,-1.0280228111945244e7,-2.0553158438318097e6
3.973175652561004e6,563048.2621132787,-1.620829876418598e6
-6.2679703984152805e6,539207.246609176,1.684518950637363e6
5.28647628134864e6,-5.966103700313823e6,-4.521258743064065e6
1.614765480310667e6,1.05851962933305e6,-4.59653237279734e6
-1.1696459208870905e6,-248642.42490098943,-1.922026942850532e6
-1.0272101487185244e7,-232182.69036971178,4.936901718111282e6
-1.7937292079770674e6,-2.9469241189568145e6,3.444928572447127e6
-5.594069276192211e6,5.346587346721699e6,-132953.82916408288
-5.758555771049771e6,2.894892719294083e6,-1.3962638567361154e6
-1.1957808966977403e7,3.080164785239475e6,1.7132983176168918e6
-8.494797554072078e6,-5.586762891738647e6,5.072939912901582e6
6.82235031239695e6,8.860952608073976e6,4.016625962543095e6
4.202008655151955e6,3.1374732322284672e6,2.0212261889351127e6
-1.7406899903854788e6,-538962.4594755295,2.1075570190265705e6
7.299734942277124e6,-5.134286102302867e6,-3.5050661564468793e6
5.676592786166352e6,-188527.74595887578,-2.7180161657638745e6
2.6946496371393837e6,4.0974968365728324e6,-3.8221826212647613e6
-1.5813129054224852e6,-1.919480881537756e6,-8.061308885822476e6
-6.722954011900885e6,-5.668737806222659e6,-3.536177226084216e6
9.71769551140227e6,-2.057835781785432e6,-7.22043611827357e6
-227530.7633052828,-3.2448230945189e6,2.8750927706438988e6
-842110.733231242,3.7295329049980775e6,4.744906189211459e6
110984.56737152593,-7.036023836978982e6,1.786212827358348e6
-3.1354785541537986e6,1.8808284410399634e6,-1.7113649457649053e6
1.9733498730671494e6,-6.357281416479535e6,-2.661460924331462e6
-2.610158049079164e6,-2.668522379779641e6,-7.087540573851907e6
-377792.57739605545,-5.478212946210857e6,-4.902147609076225e6
2.8859412426423724e6,-2.242316835585531e6,-173137.11060698068
-1.4061237872568944e6,-6.110932666781442e6,1.3514128918187018e6
7.525625184006128e6,-2.982921788532186e6,3.2823581203228864e6
-2.7993884397052093e6,-6.847658523218275e6,-1.3149026891206479e7
2.998022354611083e6,-600274.3435725594,961742.7977198296
-1.7763242631835672e6,-1.2498686394404348e7,9.99539757341075e6
2.728927201571967e6,-6.174225759309789e6,2.7659623274863726e6
4.5458641542036235e6,3.673418128239946e6,1.6318124084475364e6
-10247.599204338121,6.295472652873018e6,-6.480343734760144e6
6.139199920585056e6,1.071874733861139e6,-445864.53641085094
-9.938243364605255e6,-5.176889908596611e6,-7.874245467695744e6
1.352699709521184e6,1.0101685361573838e6,1.938103569448172e6
1.7377262381662503e6,3.2355015825857995e6,-2.752316790671588e6
-4.6659395078073805e6,9.032635680093111e6,-5.273728385068445e6
4.247187034750283e6,254048.1408050705,-2.9745864195287074e6
650868.5595341917,1.1903932500983542e6,-6.089032342276627e6
-2.55934001373883e6,3.090848457957783e6,3.2335579925373285e6
-3.5223651554874987e6,2.330734124197071e6,318617.3714236347
-7.092153152425799e6,-9.255980686683346e6,6.993109290338129e6
297311.057369798,7.083769183616373e6,-3.661236541844028e6
5.07061115358944e6,4.925335515613789e6,2.948536689485961e6
998964.5742286171,2.156708507849147e6,-7.066792680451543e6
3.99461785444688e6,1.1566538336991277e6,2.4585734458391117e6
-2.549210097250595e6,-138884.97351069553,1.523591355131383e6
3.7200174540931373e6,7.236758686570276e6,672155.6929518167
-8.681145092754962e6,7.980939196082685e6,-7.563059243681286e6
3.1690698119809967e6,-6.229127173243749e6,-9.579608161752751e6
-5.220384398186165e6,-4.1846038009721544e6,9.323808707504876e6
-550877.622338231,4.400520012773869e6,9.128857257333172e6
5.908999498910547e6,7.298356655400303e6,-2.9252673252632376e6
2.1921280634668437e6,-2.436038015844854e6,1.9934839313613602e6
4.404986828614346e6,1.665832559425936e6,-1.190493844494609e6
897114.9713491884,4.274309318359077e6,-421344.15830716136
-1.3439005735492997e6,2.0492635664296136e6,3.644254151334691e6
3.1344542752626366e6,-1.8748690662969234e6,-1.973852576676499e6
-1.6995257668851088e6,-7.483543762476653e6,2.2498484807380266e6
-6.375551508592236e6,-1.2740122148018216e6,1.1991791392406265e6
79059.40740282471,2.655183202152356e6,2.94854901311784e6
2.546534335430926e6,-4.355920756375418e6,-2.78471334005643e6
273931.44828109257,-3.0956436287227883e6,410380.96531143563
-3.5702267129154513e6,4.230717746037851e6,2.811568553720317e6
-639248.8333369112,-257999.78414581652,-1.4339617388900733e6
-667474.6437435503,2.270309963772918e6,-6.412965969850783e6
-2.3634108411915167e6,2.5443350766456933e6,-1.1542885146913857e6
6.7691868930925345e6,-463648.28561710246,-5.202255985179626e6
2.212998496856559e6,-1.6598982197527853e6,7.306317137782228e6
7.080521612106239e6,-5.085264093911176e6,-8.021725636164593e6
-311578.47025330225,-2.35417112572444e6,9.113464801720949e6
1.1448803240491096e6,6.532308622143674e6,-3.143583946948161e6
-8.935054436717896e6,7.405789416932642e6,-3.7676350013335426e6
5.198035767358259e6,1.278818851445258e7,-952422.4023609259
-2.276558236641149e6,2.517440423229452e6,8.763950233912135e6
5.310060741085868e6,-1.209145923901946e6,-5.758536024759279e6
-4.271671743033874e6,1.112956401136279e7,-1.779298237354546e6
-4.684662214297974e6,-2.4637165890197074e6,4.940695239265961e6
1.168786469907487e6,1.1991686328894545e6,1.0759709966243706e6
4.235382272262205e6,-827887.4136262813,-7.108665797285399e6
-8.591207805546131e6,-9.025177062080136e6,-7.478725740324731e6
4.0127382303790837e6,-3.166195748995383e6,2.7634497503898866e6
1.1378717160278771e7,4.745911738306336e6,1.626760777163132e7
-582608.0699572096,-9.420262628163775e6,-3.191706318357303e6
-1.2867808878262363e7,4.1418462083869334e6,-6.444573427928608e6
